state,cx,cy,area,x,y,width,height,aspectratio,extent,solidity,angle,w,h
"",634,3943,4.302410518626735,539,3928,5.162162162162162,0.8648648648648649,5.96875,0.963678010471204,1.0,0.0,,
"",405,3943,5.819576333089847,277,3928,6.972972972972973,0.8648648648648649,8.0625,0.9649951550387597,1.0,0.0,,
"",196,3943,3.414170927684441,109,3928,4.4324324324324325,0.8648648648648649,5.125,0.890625,0.9758847478860008,0.0,,
1,107,3940,0.2574872169466764,101,3928,0.4324324324324324,0.8648648648648649,0.5,0.6884765624999999,0.9873949579831932,29.969900131225582,,
1,37,3933,0.0708546384222059,33,3928,0.3513513513513513,0.3783783783783784,0.9285714285714286,0.5329670329670328,0.97,32.10629653930664,,
1,2982,3917,0.1563184806428049,2964,3912,0.8648648648648649,0.2972972972972973,2.909090909090909,0.6079545454545453,0.959641255605381,58.65660858154297,,
1,2755,3917,0.1555880204528853,2737,3912,0.8648648648648649,0.2972972972972973,2.909090909090909,0.6051136363636362,0.9659863945578232,59.16611099243164,,
1,40,3915,0.1439006574141709,33,3907,0.4324324324324324,0.4324324324324324,1.0,0.7695312499999999,0.985,9.9241943359375,,
"",3800,3906,6.634769905040176,3654,3891,7.945945945945946,0.8648648648648649,9.187499999999998,0.9654549319727892,1.0,0.0,,
"",3493,3906,6.976990504017531,3328,3891,8.675675675675675,0.8648648648648649,10.03125,0.9298578660436136,0.9643596345095664,0.0,,
1,3309,3906,0.5953250547845143,3291,3891,1.0,0.8378378378378378,1.1935483870967742,0.7105492589363557,0.978978978978979,113.29566955566406,,
"",3227,3906,2.331628926223521,3176,3891,3.108108108108108,0.8648648648648649,3.59375,0.8673913043478261,0.9072047747619724,0.0,,
"",3073,3905,4.360482103725347,2957,3891,5.8108108108108105,0.8648648648648649,6.718749999999999,0.8676598837209302,0.9212191358024692,93.54961395263672,,
"",2850,3905,4.546384222059897,2730,3891,6.027027027027027,0.8648648648648649,6.96875,0.8721973094170402,0.924608185397014,91.56034088134766,,
"",2668,3906,2.558802045288532,2612,3891,3.081081081081081,0.8648648648648649,3.5625,0.960252192982456,1.0,0.0,,
"",2578,3906,1.2468955441928415,2540,3891,1.8108108108108107,0.8648648648648649,2.09375,0.7961753731343284,0.9026969857218404,0.0,,
"",2471,3908,1.4901387874360847,2423,3891,2.5945945945945947,0.8648648648648649,3.0,0.6640624999999999,0.8279220779220778,77.08234405517578,,
"",2242,3907,7.523739956172388,2055,3891,9.83783783783784,0.8648648648648649,11.375,0.8842719780219778,0.932000180970909,90.19039916992188,,
"",1911,3906,5.005113221329437,1790,3891,6.567567567567568,0.8648648648648649,7.593749999999999,0.8811728395061728,0.9547829722009336,0.0,,
"",1682,3906,3.1924762600438275,1611,3891,4.27027027027027,0.8648648648648649,4.9375,0.8644185126582278,0.9184617001155826,89.95462799072266,,
"",1533,3905,3.2034331628926225,1444,3891,4.405405405405405,0.8648648648648649,5.093749999999999,0.8407783742331288,0.9008833196384552,92.82853698730467,,
"",1346,3906,4.2118334550766985,1253,3891,5.054054054054054,0.8648648648648649,5.84375,0.9635695187165776,1.0,0.0,,
"",1170,3906,3.509861212563916,1093,3891,4.216216216216216,0.8648648648648649,4.874999999999999,0.962540064102564,1.0,0.0,,
"",974,3906,5.117604090577063,861,3891,6.135135135135135,0.8648648648648649,7.093749999999999,0.9644823788546254,1.0,0.0,,
"",794,3906,2.739956172388605,734,3891,3.2972972972972974,0.8648648648648649,3.8125,0.9608094262295084,1.0,0.0,,
"",654,3906,3.387509130752374,569,3891,4.351351351351352,0.8648648648648649,5.03125,0.9001358695652172,0.9620371330774816,0.0,,
"",541,3892,0.0138787436084733,539,3891,0.2162162162162162,0.1891891891891892,1.1428571428571428,0.3392857142857142,0.8837209302325582,58.3710823059082,,
"",413,3907,5.396274653031409,277,3891,6.972972972972973,0.8648648648648649,8.0625,0.8948037790697674,0.9609756097560976,83.38082885742188,,
1,139,3896,0.0693937180423666,135,3891,0.3513513513513513,0.3783783783783784,0.9285714285714286,0.5219780219780218,0.964467005076142,28.366424560546875,,
"",189,3906,3.642074506939372,101,3891,4.648648648648648,0.8648648648648649,5.374999999999999,0.9058866279069768,0.940577249575552,46.00768661499024,,
"",70,3904,1.0803506208911615,33,3891,1.7297297297297298,0.8648648648648649,2.0,0.7221679687499999,0.8341793570219967,108.4844741821289,,
"",1795,3883,0.0146092037983929,1790,3879,0.2432432432432432,0.1891891891891892,1.2857142857142858,0.3174603174603174,0.8333333333333334,0.0,,
1,142,3878,0.1446311176040906,135,3870,0.4324324324324324,0.4324324324324324,1.0,0.7734374999999999,0.9875311720698255,6.826929092407227,,
"",2244,3866,0.0339663988312637,2237,3860,0.2972972972972973,0.3243243243243243,0.9166666666666666,0.3522727272727272,0.8086956521739131,0.0,,
"",1726,3869,0.2783053323593864,1717,3856,0.5405405405405406,0.7297297297297297,0.7407407407407408,0.7055555555555556,0.960907944514502,73.65499114990234,,
1,3781,3858,0.2078159240321402,3764,3854,0.945945945945946,0.3243243243243243,2.9166666666666665,0.6773809523809523,0.9827288428324698,124.48420715332033,,
"",3802,3870,6.0314097881665445,3654,3854,7.945945945945946,0.8648648648648649,9.187499999999998,0.87765731292517,0.9090608829681822,89.63786315917969,,
"",3412,3869,10.68809349890431,3176,3854,12.783783783783784,0.8648648648648649,14.78125,0.9667019027484144,1.0,0.0,,
"",3064,3869,4.845872899926954,2957,3854,5.8108108108108105,0.8648648648648649,6.718749999999999,0.9642441860465116,1.0,0.0,,
"",2841,3869,5.027027027027027,2730,3854,6.027027027027027,0.8648648648648649,6.96875,0.9644058295964124,1.0,0.0,,
"",2668,3869,2.558802045288532,2612,3854,3.081081081081081,0.8648648648648649,3.5625,0.960252192982456,1.0,0.0,,
"",2534,3869,3.253834915997078,2452,3854,4.1891891891891895,0.8648648648648649,4.84375,0.8980846774193547,0.9794415127528584,91.05834197998048,,
"",2337,3869,3.867056245434624,2252,3854,4.945945945945946,0.8648648648648649,5.718749999999999,0.9040300546448088,0.9801888539159416,90.91526794433594,,
"",2138,3869,3.173119065010957,2068,3854,4.108108108108108,0.8648648648648649,4.749999999999999,0.8930921052631579,0.9783783783783784,90.94860076904295,,
"",1933,3869,5.864864864864865,1804,3854,7.027027027027027,0.8648648648648649,8.125,0.9650240384615384,1.0,0.0,,
"",1749,3868,0.4054054054054054,1740,3854,0.7837837837837838,0.8648648648648649,0.90625,0.5980603448275862,0.7307439104674128,0.0,,
"",1661,3869,2.287070854638422,1611,3854,2.756756756756757,0.8648648648648649,3.1875,0.959252450980392,1.0,0.0,,
"",1532,3870,3.256391526661797,1444,3854,4.405405405405405,0.8648648648648649,5.093749999999999,0.8546779141104295,0.9345911949685536,83.78179931640625,,
"",1345,3869,4.211468224981738,1253,3854,5.054054054054054,0.8648648648648649,5.84375,0.9634859625668448,1.0,90.18482208251952,,
"",1170,3869,3.509861212563916,1093,3854,4.216216216216216,0.8648648648648649,4.874999999999999,0.962540064102564,1.0,0.0,,
"",974,3869,5.117604090577063,861,3854,6.135135135135135,0.8648648648648649,7.093749999999999,0.9644823788546254,1.0,0.0,,
"",794,3869,2.739956172388605,734,3854,3.2972972972972974,0.8648648648648649,3.8125,0.9608094262295084,1.0,0.0,,
"",634,3869,4.302410518626735,539,3854,5.162162162162162,0.8648648648648649,5.96875,0.963678010471204,1.0,0.0,,
"",414,3868,5.356829802775748,277,3854,6.972972972972973,0.8648648648648649,8.0625,0.8882630813953487,0.93862792781262,92.36973571777344,,
"",210,3868,2.7633308984660334,135,3854,3.72972972972973,0.8648648648648649,4.3125,0.856657608695652,0.9284574794453307,103.10454559326172,,
"",108,3870,0.956172388604821,75,3854,1.5135135135135136,0.8648648648648649,1.75,0.7304687499999999,0.9080818591744708,78.18025207519531,,
1,73,3866,0.2589481373265157,67,3854,0.4324324324324324,0.8648648648648649,0.5,0.6923828124999999,0.9860917941585536,29.791168212890625,,
"",2060,3846,0.0160701241782322,2055,3842,0.2432432432432432,0.1891891891891892,1.2857142857142858,0.3492063492063491,0.88,0.0,,
1,3778,3842,0.231190650109569,3763,3835,0.945945945945946,0.3783783783783784,2.5,0.6459183673469387,0.9693721286370596,123.37873840332033,,
"",3876,3832,3.1632578524470416,3788,3817,4.324324324324325,0.8648648648648649,5.0,0.8458007812499998,0.9600931160625208,89.94970703125,,
1,3781,3821,0.2078159240321402,3764,3817,0.945945945945946,0.3243243243243243,2.9166666666666665,0.6773809523809523,0.9827288428324698,124.48420715332033,,
"",3704,3832,2.2596785975164355,3654,3817,3.2432432432432434,0.8648648648648649,3.75,0.8055989583333333,0.945879834887632,90.16030883789062,,
"",3412,3832,10.68809349890431,3176,3817,12.783783783783784,0.8648648648648649,14.78125,0.9667019027484144,1.0,0.0,,
"",3064,3832,4.845872899926954,2957,3817,5.8108108108108105,0.8648648648648649,6.718749999999999,0.9642441860465116,1.0,0.0,,
"",2841,3832,5.027027027027027,2730,3817,6.027027027027027,0.8648648648648649,6.96875,0.9644058295964124,1.0,0.0,,
"",2668,3832,2.558802045288532,2612,3817,3.081081081081081,0.8648648648648649,3.5625,0.960252192982456,1.0,0.0,,
"",2536,3832,3.1475529583637694,2467,3817,3.783783783783784,0.8648648648648649,4.375,0.9618303571428573,1.0,0.0,,
"",2347,3831,4.304601899196494,2252,3817,5.675675675675675,0.8648648648648649,6.562499999999999,0.8769345238095239,0.9527890056588522,85.33902740478516,,
"",2149,3831,3.58436815193572,2068,3817,4.864864864864865,0.8648648648648649,5.625,0.8519097222222223,0.9350228658536586,79.47551727294922,,
"",1913,3832,4.9466764061358655,1804,3817,6.1891891891891895,0.8648648648648649,7.15625,0.924126637554585,0.9730584093684892,0.0,,
"",1758,3832,1.7859751643535426,1716,3817,2.2432432432432434,0.8648648648648649,2.59375,0.9205572289156624,0.967741935483871,90.35084533691406,,
"",1661,3832,2.287070854638422,1611,3817,2.756756756756757,0.8648648648648649,3.1875,0.959252450980392,1.0,0.0,,
"",1436,3832,7.105186267348429,1253,3817,9.567567567567568,0.8648648648648649,11.0625,0.8586687853107343,0.9116213683223992,86.50910949707031,,
"",1170,3832,3.508035062089116,1093,3817,4.216216216216216,0.8648648648648649,4.874999999999999,0.9620392628205128,0.999791818465702,92.66748046875,,
"",974,3832,5.117604090577063,861,3817,6.135135135135135,0.8648648648648649,7.093749999999999,0.9644823788546254,1.0,0.0,,
"",794,3832,2.739956172388605,734,3817,3.2972972972972974,0.8648648648648649,3.8125,0.9608094262295084,1.0,0.0,,
"",634,3832,4.302410518626735,539,3817,5.162162162162162,0.8648648648648649,5.96875,0.963678010471204,1.0,0.0,,
"",405,3832,5.819576333089847,277,3817,6.972972972972973,0.8648648648648649,8.0625,0.9649951550387597,1.0,0.0,,
"",170,3832,4.544558071585098,67,3817,5.567567567567568,0.8648648648648649,6.4375,0.9437955097087378,0.9789929189614476,90.09049224853516,,
1,3778,3805,0.231190650109569,3763,3798,0.945945945945946,0.3783783783783784,2.5,0.6459183673469387,0.9693721286370596,123.37873840332033,,
1,3309,3795,0.5953250547845143,3291,3780,1.0,0.8378378378378378,1.1935483870967742,0.7105492589363557,0.978978978978979,113.29566955566406,,
"",2082,3789,0.9817384952520088,2068,3757,0.945945945945946,1.4864864864864864,0.6363636363636364,0.6981818181818182,0.9900552486187846,151.8579559326172,,
1,2976,3758,0.4324324324324324,2958,3746,1.027027027027027,0.7027027027027027,1.4615384615384617,0.5991902834008097,0.976897689768977,62.023834228515625,,
1,2748,3758,0.4313367421475529,2730,3746,1.054054054054054,0.7027027027027027,1.4999999999999998,0.5823471400394478,0.9736191261335532,62.27439498901367,,
"",504,3739,0.2768444119795471,495,3727,0.5405405405405406,0.7027027027027027,0.7692307692307693,0.7288461538461538,0.9656050955414012,73.74810028076172,,
1,3782,3488,0.2063550036523009,3764,3484,0.945945945945946,0.3243243243243243,2.9166666666666665,0.6726190476190476,0.9792027729636048,130.6077880859375,,
"",1479,3476,0.0160701241782322,1474,3472,0.2432432432432432,0.1891891891891892,1.2857142857142858,0.3492063492063491,0.88,0.0,,
1,3778,3472,0.2348429510591672,3763,3465,0.945945945945946,0.3783783783783784,2.5,0.6561224489795918,0.9742424242424242,123.42180633544922,,
1,3522,3450,0.1658144631117604,3510,3446,0.8648648648648649,0.2972972972972973,2.909090909090909,0.6448863636363635,0.9721627408993576,62.69736099243164,,
"",3467,3449,0.1088385682980277,3459,3446,0.5675675675675675,0.2972972972972973,1.909090909090909,0.6450216450216449,0.9612903225806452,79.57783508300781,,
"",1989,3450,0.1059167275383491,1981,3446,0.5405405405405406,0.2972972972972973,1.818181818181818,0.6590909090909091,0.9602649006622516,79.10448455810547,,
"",1057,3449,0.10409057706355,1049,3446,0.5405405405405406,0.2972972972972973,1.818181818181818,0.6477272727272727,0.9531772575250836,81.28504180908203,,
"",2244,3438,0.0182615047479912,2238,3435,0.2702702702702703,0.1891891891891892,1.4285714285714286,0.357142857142857,0.8333333333333333,84.89838409423828,,
"",1288,3439,0.0168005843681519,1282,3435,0.2702702702702703,0.1891891891891892,1.4285714285714286,0.3285714285714285,0.8518518518518519,0.0,,
1,3534,3436,0.1577794010226442,3516,3431,0.8648648648648649,0.2972972972972973,2.909090909090909,0.6136363636363635,0.9621380846325168,59.15190505981445,,
"",3470,3437,0.1081081081081081,3459,3431,0.5675675675675675,0.2972972972972973,1.909090909090909,0.6406926406926408,0.9579288025889968,80.66572570800781,,
"",1991,3437,0.101899196493791,1981,3431,0.5405405405405406,0.2972972972972973,1.818181818181818,0.634090909090909,0.9489795918367346,81.95500946044922,,
"",1059,3437,0.1033601168736303,1049,3431,0.5405405405405406,0.2972972972972973,1.818181818181818,0.6431818181818182,0.952861952861953,81.57093048095703,,
"",1127,3422,0.0354273192111029,1121,3416,0.2972972972972973,0.3243243243243243,0.9166666666666666,0.3674242424242424,0.8434782608695652,0.0,,
1,3364,3425,0.4324324324324324,3346,3413,1.054054054054054,0.7027027027027027,1.4999999999999998,0.5838264299802762,0.976897689768977,62.30680465698242,,
1,3780,3424,0.5953250547845143,3763,3410,0.972972972972973,0.8378378378378378,1.1612903225806452,0.7302867383512545,0.983705491852746,112.88356018066406,,
"",3878,3424,3.185171658144631,3799,3409,4.027027027027027,0.8918918918918919,4.515151515151516,0.8868212324588163,0.9208108964206524,0.0,,
"",3702,3424,2.253469685902118,3654,3409,2.945945945945946,0.8918918918918919,3.303030303030303,0.8576591604114538,0.8926504629629629,0.0,,
"",3565,3423,3.5467494521548577,3459,3409,5.135135135135135,0.8918918918918919,5.757575757575758,0.7744019138755982,0.8326331132641688,89.18689727783203,,
"",3420,3425,1.6059167275383492,3378,3409,2.108108108108108,0.8918918918918919,2.363636363636364,0.8541181041181043,0.9286166842661036,0.0,,
1,3310,3414,0.2293644996347699,3293,3409,0.945945945945946,0.3513513513513513,2.692307692307692,0.6901098901098901,0.98125,115.13787841796876,,
"",3249,3426,3.254565376186998,3176,3409,4.783783783783784,0.8918918918918919,5.363636363636364,0.7627974661872966,0.8158762131477751,82.8974609375,,
"",3134,3425,1.695763330898466,3087,3409,2.2972972972972974,0.8918918918918919,2.575757575757576,0.8276292335115866,0.9183148734177216,0.0,,
"",3013,3426,1.8517165814463112,2957,3409,2.972972972972973,0.8918918918918919,3.333333333333333,0.6983471074380165,0.8529609690444147,76.11175537109375,,
"",2782,3425,7.936084733382031,2612,3409,9.216216216216216,0.8918918918918919,10.333333333333332,0.9654758731005064,0.9986212601682062,90.03419494628906,,
"",2535,3425,3.3075237399561725,2453,3409,4.162162162162162,0.8918918918918919,4.666666666666667,0.8909878000787091,0.9691780821917808,0.0,,
"",2336,3424,3.9532505478451423,2252,3409,4.864864864864865,0.8918918918918919,5.454545454545455,0.9111111111111112,0.9657387580299784,0.0,,
"",2156,3424,2.3546384222059897,2103,3409,3.108108108108108,0.8918918918918919,3.4848484848484844,0.8494071146245059,0.9281600921393608,0.0,,
"",2084,3424,0.7848794740686632,2068,3409,0.945945945945946,0.8918918918918919,1.0606060606060606,0.9303030303030302,0.9953682260305696,178.42755126953125,,
"",2022,3419,1.1077428780131482,1981,3409,2.2432432432432434,0.8918918918918919,2.515151515151516,0.553669222343921,0.7175301632363378,80.05713653564453,,
"",1890,3425,4.043462381300219,1804,3409,4.702702702702703,0.8918918918918919,5.2727272727272725,0.9640369209334726,1.0,90.2031707763672,,
"",1704,3425,4.370708546384222,1611,3409,5.081081081081081,0.8918918918918919,5.696969696969696,0.9644584139264992,1.0,89.81517791748047,,
"",1546,3425,2.781227173119065,1487,3409,3.2432432432432434,0.8918918918918919,3.6363636363636367,0.9614898989898992,1.0,89.67073059082031,,
"",1389,3425,4.342951059167276,1296,3409,5.054054054054054,0.8918918918918919,5.666666666666667,0.9634581105169342,0.9989918507939176,0.3896309435367584,,
"",1193,3424,2.682615047479912,1136,3409,3.4054054054054053,0.8918918918918919,3.818181818181818,0.8832371332371333,0.9484762396694214,0.0,,
"",1076,3422,0.627100073046019,1049,3409,1.4864864864864864,0.8918918918918919,1.6666666666666663,0.4730027548209367,0.6797307996832938,104.00056457519533,,
"",972,3425,3.3279766252739225,890,3409,4.1891891891891895,0.8918918918918919,4.696969696969697,0.890713587487781,0.9685374149659864,0.0,,
"",796,3424,2.9112490869247627,734,3409,3.675675675675676,0.8918918918918919,4.121212121212121,0.8880347593582887,0.9508529166169628,0.0,,
"",642,3425,4.002191380569759,539,3409,5.162162162162162,0.8918918918918919,5.787878787878788,0.8692686022528954,0.9480879044817442,84.47888946533203,,
"",425,3425,5.046749452154858,307,3409,6.162162162162162,0.8918918918918919,6.909090909090909,0.9182615629984052,0.9707742026134608,0.0,,
"",279,3411,0.0197224251278305,277,3409,0.2432432432432432,0.1891891891891892,1.2857142857142858,0.4285714285714285,0.9,53.24645233154297,,
"",2458,3402,0.0146092037983929,2453,3398,0.2432432432432432,0.1891891891891892,1.2857142857142858,0.3174603174603174,0.8333333333333334,0.0,,
"",896,3401,0.0182615047479912,890,3398,0.2702702702702703,0.1891891891891892,1.4285714285714286,0.357142857142857,0.8333333333333333,84.89994049072266,,
1,3307,3398,0.2352081811541271,3291,3391,0.972972972972973,0.3783783783783784,2.571428571428572,0.6388888888888887,0.971342383107089,124.93220520019533,,
1,2748,3388,0.4309715120525931,2730,3376,1.027027027027027,0.7027027027027027,1.4615384615384617,0.597165991902834,0.9792531120331952,62.14152526855469,,
"",3800,3388,6.848429510591672,3654,3372,7.945945945945946,0.8918918918918919,8.909090909090908,0.9663471449185737,1.0,90.1097640991211,,
"",3417,3387,10.37143900657414,3176,3372,12.783783783783784,0.8918918918918919,14.333333333333334,0.9096354667179192,0.9400801138808884,91.74308013916016,,
"",3134,3388,1.6851716581446312,3087,3372,2.2972972972972974,0.8918918918918919,2.575757575757576,0.8224598930481285,0.9391410543456138,0.0,,
"",3026,3387,1.3867786705624543,2986,3372,2.189189189189189,0.8918918918918919,2.4545454545454546,0.7102506546950992,0.8661040145985401,67.3587646484375,,
"",2863,3388,4.343681519357195,2762,3372,5.567567567567568,0.8918918918918919,6.242424242424242,0.874742571344513,0.9689587746455922,90.28487396240234,,
"",2669,3387,2.7019722425127832,2612,3372,3.3783783783783785,0.8918918918918919,3.787878787878788,0.8967272727272728,0.9553202479338844,0.0,,
"",2536,3388,3.2490869247626004,2467,3372,3.783783783783784,0.8918918918918919,4.242424242424242,0.9627705627705628,1.0,0.0,,
"",2336,3387,3.9547114682249815,2252,3372,4.864864864864865,0.8918918918918919,5.454545454545455,0.9114478114478116,0.9660956459671662,0.0,,
"",2172,3387,3.485756026296567,2088,3372,4.324324324324325,0.8918918918918919,4.848484848484849,0.9037878787878788,0.990760925983598,0.0,,
"",2080,3390,0.5230094959824689,2068,3372,0.8648648648648649,0.8918918918918919,0.9696969696969696,0.6780303030303029,0.9855471438403304,152.78570556640625,,
"",1933,3387,6.016800584368152,1804,3372,7.027027027027027,0.8918918918918919,7.878787878787879,0.96002331002331,0.993846525096525,88.99029541015625,,
"",1704,3388,4.370708546384222,1611,3372,5.081081081081081,0.8918918918918919,5.696969696969696,0.9644584139264992,1.0,89.81517791748047,,
"",1546,3388,2.781227173119065,1487,3372,3.2432432432432434,0.8918918918918919,3.6363636363636367,0.9614898989898992,1.0,89.67073059082031,,
"",1389,3388,4.347333820306793,1296,3372,5.054054054054054,0.8918918918918919,5.666666666666667,0.9644304002592772,1.0,0.0423664413392543,,
"",1213,3388,3.622717311906501,1136,3372,4.216216216216216,0.8918918918918919,4.727272727272727,0.9633838383838386,1.0,90.23290252685548,,
"",1008,3387,4.821402483564646,904,3372,6.162162162162162,0.8918918918918919,6.909090909090909,0.8772594364699628,0.948007181328546,86.0813217163086,,
"",796,3387,2.9112490869247627,734,3372,3.675675675675676,0.8918918918918919,4.121212121212121,0.8880347593582887,0.9508529166169628,0.0,,
"",642,3387,3.9762600438276112,539,3372,5.162162162162162,0.8918918918918919,5.787878787878788,0.8636363636363636,0.9185791427607156,93.47975158691406,,
"",414,3388,5.560628195763331,277,3372,6.972972972972973,0.8918918918918919,7.818181818181818,0.8941155743481326,0.9617206746257344,86.30538940429688,,
"",196,3388,3.5211833455076698,109,3372,4.4324324324324325,0.8918918918918919,4.96969696969697,0.8907058388765706,0.975118842925053,0.0,,
1,107,3385,0.2633308984660336,101,3372,0.4324324324324324,0.8918918918918919,0.4848484848484848,0.6827651515151514,0.9849726775956285,32.115478515625,,
1,37,3377,0.0796201607012417,33,3372,0.3513513513513513,0.4054054054054054,0.8666666666666667,0.558974358974359,0.9732142857142856,32.89592361450195,,
"",2766,3365,0.0131482834185536,2762,3361,0.1891891891891892,0.1891891891891892,1.0,0.3673469387755101,1.0,0.0,,
1,40,3360,0.14572680788897,33,3352,0.4324324324324324,0.4324324324324324,1.0,0.7792968749999999,0.9827586206896552,7.266913414001465,,
1,2748,3351,0.4309715120525931,2730,3339,1.027027027027027,0.7027027027027027,1.4615384615384617,0.597165991902834,0.9792531120331952,62.14152526855469,,
"",3800,3351,6.848429510591672,3654,3335,7.945945945945946,0.8918918918918919,8.909090909090908,0.9663471449185737,1.0,90.1097640991211,,
"",3412,3351,11.032505478451425,3176,3335,12.783783783783784,0.8918918918918919,14.333333333333334,0.967614837593696,1.0,89.93489074707031,,
"",3136,3351,1.6358655953250547,3101,3335,1.9189189189189189,0.8918918918918919,2.1515151515151514,0.9558258642765686,1.0,89.24628448486328,,
"",3048,3351,2.2202337472607745,3001,3335,2.5945945945945947,0.8918918918918919,2.909090909090909,0.9594381313131314,1.0,90.4546890258789,,
"",2875,3350,4.760043827611395,2773,3335,6.027027027027027,0.8918918918918919,6.757575757575758,0.8855143361869819,0.9569718775240472,85.22233581542969,,
"",2669,3350,2.7019722425127832,2612,3335,3.3783783783783785,0.8918918918918919,3.787878787878788,0.8967272727272728,0.9553202479338844,0.0,,
"",2536,3351,3.2490869247626004,2467,3335,3.783783783783784,0.8918918918918919,4.242424242424242,0.9627705627705628,1.0,0.0,,
"",2356,3351,4.885317750182615,2252,3335,5.675675675675675,0.8918918918918919,6.363636363636363,0.9650793650793652,1.0,0.0,,
"",2160,3350,4.0482103725346965,2068,3335,4.864864864864865,0.8918918918918919,5.454545454545455,0.9329966329966328,0.9986485268943148,100.25035095214844,,
"",1837,3350,10.52191380569759,1611,3335,12.243243243243244,0.8918918918918919,13.727272727272728,0.9635761589403974,0.9959207660663048,89.99443054199219,,
"",1450,3350,7.18809349890431,1296,3335,8.405405405405405,0.8918918918918919,9.424242424242424,0.9588326999902564,0.9920358889056908,89.61541748046875,,
"",1213,3351,3.622717311906501,1136,3335,4.216216216216216,0.8918918918918919,4.727272727272727,0.9633838383838386,1.0,90.23290252685548,,
"",1017,3351,5.305697589481373,904,3335,6.162162162162162,0.8918918918918919,6.909090909090909,0.9653774587985114,1.0,90.14691162109376,,
"",816,3351,3.856099342585829,734,3335,4.486486486486487,0.8918918918918919,5.030303030303031,0.9636728733114274,1.0,90.0,,
"",654,3351,3.497808619430241,568,3335,4.378378378378378,0.8918918918918919,4.909090909090909,0.8957164234942013,0.9592347756410255,0.0,,
1,139,3340,0.0774287801314828,135,3335,0.3513513513513513,0.4054054054054054,0.8666666666666667,0.5435897435897437,0.9636363636363636,33.565181732177734,,
"",324,3350,9.447406866325784,101,3335,12.08108108108108,0.8918918918918919,13.545454545454543,0.876788014371907,0.919617463026166,89.34391021728516,,
"",70,3349,1.1234477720964209,33,3335,1.7297297297297298,0.8918918918918919,1.93939393939394,0.7282196969696968,0.8376906318082787,97.94181823730467,,
1,142,3323,0.1446311176040906,135,3315,0.4324324324324324,0.4324324324324324,1.0,0.7734374999999999,0.9875311720698255,6.826929092407227,,
"",3800,3314,6.848429510591672,3654,3298,7.945945945945946,0.8918918918918919,8.909090909090908,0.9663471449185737,1.0,90.1097640991211,,
"",3412,3314,11.032505478451425,3176,3298,12.783783783783784,0.8918918918918919,14.333333333333334,0.967614837593696,1.0,89.93489074707031,,
"",3136,3314,1.6358655953250547,3101,3298,1.9189189189189189,0.8918918918918919,2.1515151515151514,0.9558258642765686,1.0,89.24628448486328,,
"",3048,3314,2.219503287070854,3001,3298,2.5945945945945947,0.8918918918918919,2.909090909090909,0.9591224747474748,0.9996709985194931,90.18504333496094,,
